Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/cohorts,2276,1706,150,156.62166326886214,19.06089999829419,602.2357000001648,377.16080843585235,19.102837160265857,14.31873470800244,160,180,190,210,240,300,360,390,560,600,600
GET,/cohorts/{cohort_week}/funnel,9525,6984,160,158.98557244097304,13.827799997670809,695.6619000011415,117.63601049868767,79.9448699259808,58.617844783522294,160,180,190,210,250,300,370,440,570,700,700
GET,/cohorts/{cohort_week}/retention,23857,17579,160,157.3207496500089,9.192199999233708,717.9295999994793,185.34103198222743,200.23567053271643,147.5433982602432,160,180,190,210,250,300,370,420,560,660,720
,Aggregated,35658,26269,160,157.72083704920206,9.192199999233708,717.9295999994793,179.499186718268,299.2833776189631,220.47997775176793,160,180,190,210,250,300,370,420,560,670,720
